GID_3,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,NL_NAME_2,NAME_3,VARNAME_3,NL_NAME_3,TYPE_3,ENGTYPE_3,CC_3,HASC_3,Shape_Leng,Shape_Area,geometry
VNM.54.4.7_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.4_1,Hương Trà,NA,Hương Chữ,Huong Chu,NA,Phường,Ward,NA,NA,0.210880747473,0.00135703005796,"POLYGON ((107.53500366288881 16.498090744192552, 107.53555297868706 16.495742798691253, 107.53371429497878 16.49225234996601, 107.53436279340826 16.491744995635088, 107.53231048743908 16.489768981853103, 107.53296661301886 16.488681793230228, 107.5337219230284 16.48419952538785, 107.52796936099725 16.48211860838711, 107.52824401934606 16.48119544981023, 107.5200805655657 16.47833442759179, 107.51962280165105 16.480169297275324, 107.51539611933549 16.479507445712102, 107.516098022206 16.477182388856193, 107.51422882000412 16.47614288318755, 107.51207733140376 16.4728679668832, 107.50878143211747 16.472671509982263, 107.50790405263001 16.474346160946595, 107.50632476937267 16.473321914974463, 107.50023651110615 16.46035766607349, 107.49578094503465 16.454410551905482, 107.49378967155616 16.455144881631043, 107.48979187029863 16.451690673785606, 107.486923218232 16.45096778793311, 107.48294067397296 16.452318191931056, 107.47960662814342 16.45207977266341, 107.47658538810526 16.45540618864476, 107.47953796400589 16.46543121298015, 107.48224639915207 16.467920302579955, 107.48425292962906 16.474601745574148, 107.48583984363393 16.47542381405782, 107.48675537236261 16.477855683393102, 107.48907470593298 16.47863006712396, 107.48857879457574 16.481473923083115, 107.49257660032993 16.481666564160662, 107.4905166627139 16.48444747926783, 107.49328613304868 16.48612785261838, 107.49581146172966 16.486721039144697, 107.49575042564169 16.488336564181168, 107.50061035118682 16.49339294392928, 107.50769043126843 16.49652671793376, 107.50990295415806 16.494499208072057, 107.51156616214871 16.494779586109075, 107.51075744679878 16.505149842191486, 107.50950622633133 16.505779266899708, 107.50950622633133 16.507743835909366, 107.51064300626979 16.50740814327122, 107.51204681470881 16.50490760799977, 107.51381683338019 16.503917693646713, 107.51644134559166 16.504665374707315, 107.5185852061424 16.502691269286686, 107.52088928181496 16.501939774201276, 107.52054596022793 16.501430513307582, 107.52472686705136 16.499250412776405, 107.5298461912488 16.50189590527185, 107.5318756112705 16.500770569206452, 107.53132629277422 16.49939918492447, 107.53266143797504 16.49692153919773, 107.53500366288881 16.498090744192552))"
VNM.54.4.8_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.4_1,Hương Trà,NA,Hương Hồ,Huong Ho,NA,Phường,Ward,NA,NA,0.336706406431,0.00283990779926,"POLYGON ((107.52560424833746 16.462892532064757, 107.52666473518946 16.46248245290292, 107.527160644748 16.46076202464775, 107.52989959658919 16.45932388189169, 107.53568267801325 16.459398271113344, 107.53755188021518 16.457157136292835, 107.53651428200857 16.455104826726426, 107.5351486201128 16.45515823386546, 107.53479003792995 16.45423889201129, 107.53356170610789 16.454559325852244, 107.53240966917093 16.45378684958348, 107.53359985265115 16.45191002023131, 107.54234313982408 16.454893111927618, 107.54348754781216 16.454805374968146, 107.54324340885631 16.45158195474346, 107.53980255144666 16.451400755740337, 107.5319366446605 16.448165894340605, 107.52905273379668 16.44770240803973, 107.52758789106838 16.446575165411616, 107.52698516813109 16.44507217434142, 107.52816009461276 16.441772461929645, 107.53476715198252 16.435848237306345, 107.55979156492884 16.42909622271253, 107.5620040887178 16.427949904564514, 107.5642166143054 16.425153733358172, 107.56414032121893 16.422256470259924, 107.55981445267491 16.422304153214156, 107.55675506519418 16.423315047851247, 107.55383300778715 16.423156738392834, 107.55168151918684 16.424119950075692, 107.54894256644633 16.424255370888716, 107.54800414997163 16.421838761249887, 107.54647827115537 16.420204161592835, 107.54166412290101 16.41803741509466, 107.5427780150934 16.413215636992106, 107.54152679372663 16.41248893801412, 107.54033660844777 16.409694671571913, 107.53839874210831 16.408203124374722, 107.53601837065133 16.403018950963883, 107.53476715198252 16.403453827132466, 107.533927918139 16.402238846645503, 107.53199005179954 16.40393447879319, 107.53009796095222 16.402769088722494, 107.5280609128809 16.406520842662815, 107.52690124609569 16.40665245124967, 107.52512359487804 16.405616761404474, 107.52146148625866 16.405284881891816, 107.52046966534283 16.404573440811703, 107.51788330057394 16.405994416409214, 107.51771545290586 16.40948486423514, 107.51570892422751 16.41142272967528, 107.50292968835447 16.409584045966994, 107.49385070674481 16.41294097864329, 107.49124145512911 16.41178321932017, 107.4877014159876 16.411569595260687, 107.47463989191755 16.42368507480643, 107.47305297791269 16.425905229342902, 107.47142791736457 16.426103592806612, 107.4682540902541 16.433929443788827, 107.46806335394069 16.4367141729208, 107.47344970573937 16.44263649008201, 107.47666168209099 16.444776534809307, 107.47960662814342 16.45207977266341, 107.48294067397296 16.452318191931056, 107.486923218232 16.45096778793311, 107.48979187029863 16.451690673785606, 107.49378967155616 16.455144881631043, 107.49578094503465 16.454410551905482, 107.4974746697203 16.45239448501752, 107.50140380863894 16.45084381189247, 107.5017318723281 16.44490623413543, 107.50579834042111 16.443147659337058, 107.5094985955838 16.444820404637994, 107.51753997718828 16.44531631599523, 107.51694488499851 16.447469712057625, 107.5175247192904 16.448421478968157, 107.52230834995044 16.448028565166226, 107.5260391227074 16.45110702456958, 107.52729797392243 16.450551986385108, 107.52778625543141 16.4510231034335, 107.52582550134588 16.451869965326694, 107.52413177396227 16.459611893374245, 107.52260589694464 16.462430955024615, 107.52560424833746 16.462892532064757))"
VNM.54.4.9_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.4_1,Hương Trà,NA,Hương Phong,Huong Phong,NA,Xã,Ward,NA,NA,0.213608548506,0.00141008537066,"POLYGON ((107.5717010502633 16.584863662827843, 107.58785247671051 16.58268356319593, 107.59109497065646 16.58145332301251, 107.59316253632204 16.579664230619812, 107.59875488323132 16.57105445769713, 107.60552215482363 16.566055298213485, 107.61006164472917 16.564336778319728, 107.61746978670135 16.56310081485077, 107.62631225740483 16.562725067308065, 107.63024139362545 16.553932189718807, 107.62931823774653 16.550439834430847, 107.62794494600251 16.548511506300997, 107.62534332423508 16.546857833822003, 107.6188507073943 16.54591179019701, 107.61415863041651 16.5459022519874, 107.60841369643498 16.548686982018637, 107.60349273660057 16.550071716736397, 107.59666442802097 16.550121307152665, 107.59312438887952 16.548053742386344, 107.58769988963826 16.538990019573816, 107.57937621983672 16.53339958282453, 107.57652282566795 16.530315399236315, 107.57452392503916 16.526929854629145, 107.57240295313386 16.529008865067112, 107.57110595717427 16.529361723964428, 107.57167053087039 16.53097343497609, 107.56922912692272 16.532812117785056, 107.56913757324048 16.53368949907116, 107.57118988100825 16.53579902620413, 107.57091522265944 16.53748703030226, 107.57553100475212 16.54495620656371, 107.57523345865724 16.547056198185032, 107.57964325013597 16.55495262076687, 107.57971954322238 16.557567595668047, 107.57871246440874 16.560750961887436, 107.58261108393441 16.56262588467689, 107.58274078326059 16.563947676743965, 107.58242035031896 16.56735038671104, 107.5717010502633 16.584863662827843))"
VNM.54.4.10_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.4_1,Hương Trà,NA,Hương Thọ,Huong Tho,NA,Xã,Ward,NA,NA,0.378309115557,0.00398056004184,"POLYGON ((107.60843658418105 16.353364945435942, 107.60627746573255 16.352441788657643, 107.60687255792226 16.351003646800905, 107.60604095392694 16.35054397542416, 107.6079177850778 16.350625990896788, 107.60752105635174 16.34974670484661, 107.60816955568049 16.34805297836232, 107.60665130581316 16.346998213896484, 107.60659026972525 16.348596573573047, 107.60556793211441 16.348300934940255, 107.60504913301116 16.349342346272294, 107.60449981721285 16.347923279036138, 107.60349273660057 16.348535538384454, 107.60279083193143 16.347930907985074, 107.60287475576541 16.346975327049734, 107.60121917762302 16.34741210978109, 107.60114288273792 16.346628188739942, 107.59780120795944 16.344470977753474, 107.59774017277084 16.343515395918814, 107.59712219193568 16.343397139566378, 107.59713745163214 16.34421157820185, 107.59671020531181 16.343856811842443, 107.59581756522851 16.34153938303615, 107.59510040176218 16.341606140610963, 107.59329986459716 16.34680748028103, 107.58172607459875 16.34423446684724, 107.57080841107938 16.345306396672925, 107.56932830865458 16.3442935945738, 107.56551361026499 16.33902549822824, 107.55857086205572 16.337005614617453, 107.55939483620278 16.334569931257363, 107.55924987718015 16.329019545815413, 107.55585479796059 16.32883453458618, 107.55033874413778 16.323135376096786, 107.54875945998117 16.323812484658504, 107.54611968897251 16.321989058848033, 107.54616546626329 16.32803153982377, 107.54399871706721 16.328887939926517, 107.54264831576722 16.33038520771123, 107.54288482667346 16.33203125034197, 107.5404968262676 16.336416244813904, 107.54173278793786 16.339345932968456, 107.54359436119086 16.33978653062394, 107.54467010594072 16.340984343952357, 107.54386138789278 16.346790314021803, 107.5422668458383 16.350599290025286, 107.5433197028421 16.35171699534311, 107.54553985737857 16.351989745330513, 107.54579925603088 16.353351594100843, 107.54724883996204 16.354238509999277, 107.54785919274758 16.35641288724503, 107.54858398426353 16.35657882835028, 107.54955291743323 16.3554210663292, 107.55088806173472 16.356170653952574, 107.5508270274454 16.358026504819406, 107.5517425525768 16.358222961720344, 107.55133819580118 16.35941124043643, 107.55387878507793 16.361038209345907, 107.54689025777924 16.370862961856233, 107.54589080791453 16.370420455839394, 107.5432281491598 16.37273025479749, 107.53830719022471 16.37268066528054, 107.53713989269198 16.37454795912106, 107.53730011141107 16.377075196163446, 107.54077911356529 16.381364822028956, 107.54161071756062 16.38449859603344, 107.53743743968613 16.390184402288412, 107.53271484331543 16.391500473767906, 107.5224227913788 16.39117050081802, 107.52337646575137 16.393194199352877, 107.52241516063123 16.395227433399384, 107.52234649739302 16.39791107243809, 107.5250625623874 16.40277290544526, 107.52512359487804 16.405616761404474, 107.52690124609569 16.40665245124967, 107.5280609128809 16.406520842662815, 107.53009796095222 16.402769088722494, 107.53199005179954 16.40393447879319, 107.533927918139 16.402238846645503, 107.53476715198252 16.403453827132466, 107.53601837065133 16.403018950963883, 107.53839874210831 16.408203124374722, 107.54033660844777 16.409694671571913, 107.54152679372663 16.41248893801412, 107.5427780150934 16.413215636992106, 107.54166412290101 16.41803741509466, 107.54647827115537 16.420204161592835, 107.54800414997163 16.421838761249887, 107.54894256644633 16.424255370888716, 107.55168151918684 16.424119950075692, 107.55383300778715 16.423156738392834, 107.55675506519418 16.423315047851247, 107.55981445267491 16.422304153214156, 107.56414032121893 16.422256470259924, 107.56370544505029 16.419494628874077, 107.5652542107133 16.413131714956705, 107.56864166188325 16.40736770725391, 107.57517242526728 16.39890289335392, 107.57668304438704 16.393371581633232, 107.57640075798867 16.389682769444278, 107.57745361319377 16.387065888879704, 107.57991027773721 16.38425064215346, 107.59085845975017 16.376617432248736, 107.59728240885613 16.378627777649854, 107.6062545770871 16.370605469766645, 107.60674286039477 16.369564055736646, 107.6058425895639 16.363435746162793, 107.60716247506821 16.355844497725457, 107.60843658418105 16.353364945435942))"
VNM.54.4.11_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.4_1,Hương Trà,NA,Hương Toàn,Huong Toan,NA,Xã,Ward,NA,NA,0.197338780668,0.00103822541794,"POLYGON ((107.55246734589139 16.50489425666467, 107.55093383722686 16.506935120559433, 107.5482025143346 16.504356384739424, 107.54772949162282 16.502576828757697, 107.54870605464077 16.497671126821103, 107.5468978876275 16.496623993102844, 107.54776763906534 16.494499208072057, 107.5457763682848 16.493879318875543, 107.5399627683671 16.50265693766761, 107.53815460315246 16.499040602741673, 107.53527069138937 16.4988555924117, 107.53500366288881 16.498090744192552, 107.53266143797504 16.49692153919773, 107.53132629277422 16.49939918492447, 107.5318756112705 16.500770569206452, 107.5298461912488 16.50189590527185, 107.52472686705136 16.499250412776405, 107.52054596022793 16.501430513307582, 107.52088928181496 16.501939774201276, 107.5185852061424 16.502691269286686, 107.51644134559166 16.504665374707315, 107.51750183064502 16.506584167325514, 107.51731109613024 16.509426116721954, 107.51860046404022 16.510082245898957, 107.51629638656902 16.51572608978728, 107.51859283419202 16.515840531215588, 107.52079772993136 16.517311097229424, 107.52050018293716 16.518455506116766, 107.5177993767399 16.51959228605523, 107.51821899411135 16.522436142014385, 107.52102661098934 16.527645110633387, 107.52285766574875 16.528198242255144, 107.52480316193646 16.52773475775291, 107.52809143137449 16.52561187838552, 107.52966308478358 16.522354125642437, 107.52955627500216 16.51938819930598, 107.53142547630478 16.519170762121007, 107.53482055732292 16.520536423117505, 107.53725433412029 16.522693634103973, 107.53160858187061 16.523405075184144, 107.53064727944843 16.52484703016637, 107.53080749367098 16.526597976915127, 107.53990173317851 16.532825469120155, 107.54467010594072 16.533359528819233, 107.55033874413778 16.532226562905578, 107.55506133960921 16.52565002492878, 107.55709075783227 16.525638580156397, 107.55862426739611 16.52709770319649, 107.56240081744386 16.522562028215077, 107.55941772484817 16.52192688112069, 107.55769348076956 16.520654678570622, 107.55713653512305 16.518299103221068, 107.55487060599376 16.518907546745936, 107.55415344342674 16.51770973341752, 107.55233001671695 16.517034531418517, 107.55239868085448 16.51783561692025, 107.5515594488096 16.518011091738515, 107.55021667555917 16.514657974885665, 107.55210876460785 16.51391410784987, 107.55087280203827 16.51210975576066, 107.55286407461739 16.509878159149764, 107.55373382605529 16.507503510079005, 107.55246734589139 16.50489425666467))"
VNM.54.4.13_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.4_1,Hương Trà,NA,Hương Vân,Huong Van,NA,Phường,Ward,NA,NA,0.587520554177,0.00513753766181,"POLYGON ((107.4210739137302 16.379688262703212, 107.4194335925863 16.378074646927473, 107.41841888482372 16.375709534267628, 107.41317749024904 16.375947952635954, 107.40912628185248 16.372989654349112, 107.40651703023684 16.374872206986822, 107.39720916756909 16.375925063990564, 107.39627838184191 16.372198105258406, 107.39403533955931 16.36850929217013, 107.39366912842758 16.369552612762902, 107.39198303089222 16.36878585708166, 107.39184570261716 16.369512558757606, 107.39054870575825 16.368183135943013, 107.38901519709373 16.369697569986897, 107.38584136908395 16.37067222644214, 107.38443755974566 16.369245529357727, 107.38402557312179 16.369924546280856, 107.38466644260228 16.370979309847314, 107.38415527424655 16.371412277654542, 107.38378143236724 16.370294571437398, 107.38248443640765 16.370376586910027, 107.38287353528551 16.372083663830097, 107.38219452016102 16.37187766961881, 107.38011169479893 16.37440490756046, 107.38067626939437 16.37590980609275, 107.37805175808222 16.377475738914256, 107.3772506707819 16.38005638129698, 107.37828063914026 16.381069183396164, 107.37776946988521 16.381940841396784, 107.37889099012716 16.381414414243864, 107.3795852649481 16.38231658893949, 107.37924957230996 16.384782791692544, 107.37647247212692 16.383884430122407, 107.37689208859905 16.38545417786804, 107.37556457504519 16.38470268278263, 107.37371826328729 16.38593483132746, 107.37558746279126 16.386232377422346, 107.37654113806315 16.389303207876765, 107.37536620978284 16.388658522572825, 107.3748779300725 16.39171409692807, 107.37397766014095 16.39161300683486, 107.3722457889121 16.393138885651126, 107.37126159784452 16.397279740267834, 107.3657455440217 16.40196037427188, 107.3678588860788 16.40337753314668, 107.36872863661733 16.408292770594926, 107.37526702805098 16.40836906458071, 107.37705993716645 16.40919303782846, 107.37993621908129 16.416135787836367, 107.38137054421532 16.416698454969776, 107.3852386479453 16.421178817148757, 107.38750457707465 16.4209766378616, 107.38922119220433 16.419227601272837, 107.39290618856978 16.42162323062763, 107.39266204781529 16.42314529362045, 107.39154815562296 16.423959733155186, 107.39183807366823 16.425338744587464, 107.39375305226162 16.42759323074307, 107.39612579297102 16.428430557124557, 107.39659118673393 16.42993163983334, 107.39533233641828 16.43751716588457, 107.40016174167113 16.438121796283895, 107.40357971223398 16.43641281100247, 107.40367126411763 16.430524824561076, 107.40574645873215 16.429443360123003, 107.40648651084388 16.429803848868573, 107.40710449167904 16.432922363176544, 107.40585327121158 16.435028076284766, 107.40650939858995 16.438343049292314, 107.40779113665167 16.440008163845732, 107.41027069073982 16.440391540337373, 107.41252899181956 16.43866920372085, 107.41387939491818 16.433584213840447, 107.41638946480202 16.432176589577978, 107.4181594852721 16.434608458913317, 107.41468048041992 16.441717147328518, 107.41572570937404 16.45047950822277, 107.41720581089953 16.451362609197133, 107.42221832261754 16.452119826668707, 107.42461395287171 16.453584671195642, 107.4248580936262 16.45466804399507, 107.42314910924404 16.45859909127512, 107.42449951234266 16.461462020056217, 107.4308853140061 16.46515083314449, 107.43101501513092 16.467241288354842, 107.43209838882962 16.468908311269615, 107.4352111816508 16.46943092259903, 107.44051360961544 16.472007751856324, 107.43965911787404 16.479080200291037, 107.43482208277294 16.480108261187354, 107.43434905916183 16.481117249261672, 107.4362716667041 16.491033552756278, 107.43653106625578 16.49614143487935, 107.43586730992848 16.49886894284748, 107.43652343820617 16.501878739012625, 107.4355697638336 16.504051207896964, 107.43582916338522 16.507499695154877, 107.43895721500354 16.511428834073456, 107.44431304920789 16.520427703175983, 107.44222259489692 16.529518126860125, 107.44325256415459 16.533138275810813, 107.45024871860352 16.539686202756116, 107.45259857156691 16.53618240359509, 107.4535293581934 16.532489775582746, 107.45603942807719 16.527502059972164, 107.45703124989234 16.526802063664377, 107.45733642583542 16.522943496345306, 107.45690155056616 16.52260398968241, 107.45521545393012 16.5245513906342, 107.45373535240464 16.52510452225596, 107.44992065401505 16.522464753045938, 107.44985198987752 16.520586012634453, 107.45472717421978 16.519744873127422, 107.46299743598297 16.516637802692514, 107.46427917404469 16.514986037675556, 107.46228027341596 16.514209747381983, 107.4625701905619 16.51184654308355, 107.46639251790043 16.503889082615103, 107.4664688109869 16.501056671428273, 107.46485900923597 16.4986801139961, 107.46196746762462 16.49807930121881, 107.45812988328754 16.488439559038454, 107.45680999688392 16.4872608194313, 107.45875549307164 16.48678207433329, 107.45951080308117 16.485004425813656, 107.45480346730625 16.47843170186161, 107.45529174791591 16.47465324255313, 107.45705413763841 16.471858978808882, 107.45681762673217 16.47050666914754, 107.45784759509053 16.470264434955766, 107.4607315059543 16.46350288305166, 107.46347045869476 16.461023331661465, 107.46491241367698 16.45731735321334, 107.45998382489364 16.45961380083628, 107.45717620891497 16.459163666769882, 107.45380401564285 16.456499099653797, 107.45053100500195 16.459543228337395, 107.44402313206194 16.45910644470672, 107.44361114543807 16.458204270011095, 107.44494628794092 16.45704841635137, 107.4397277829109 16.45477294901241, 107.44091033924082 16.452861787141785, 107.44105529826345 16.45100593537569, 107.43677520790959 16.445858001045963, 107.43045043873684 16.443807603438188, 107.43102264318048 16.43984603856387, 107.43026733317095 16.436546325252777, 107.43087005610829 16.433292390131726, 107.43259429928753 16.430791854860274, 107.4330978395937 16.420759199777308, 107.43050384587582 16.417497634808058, 107.42785644501896 16.40822219809604, 107.4285507198399 16.40643119914057, 107.4270324708719 16.402465820241446, 107.42749023478655 16.399290083870312, 107.42990875278679 16.3963470461793, 107.42838287397052 16.393585203894077, 107.43075561557924 16.392744065286422, 107.43134307792076 16.387556076951455, 107.42726135192993 16.388011933404073, 107.42486572167576 16.385667801028262, 107.4210739137302 16.379688262703212))"
VNM.54.4.12_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.4_1,Hương Trà,NA,Hương Văn,Huong Van,NA,Phường,Ward,NA,NA,0.175545263879,0.00121588250843,"POLYGON ((107.45784759509053 16.470264434955766, 107.45681762673217 16.47050666914754, 107.45705413763841 16.471858978808882, 107.45529174791591 16.47465324255313, 107.45480346730625 16.47843170186161, 107.45951080308117 16.485004425813656, 107.45875549307164 16.48678207433329, 107.45680999688392 16.4872608194313, 107.45812988328754 16.488439559038454, 107.46196746762462 16.49807930121881, 107.46485900923597 16.4986801139961, 107.4664688109869 16.501056671428273, 107.46639251790043 16.503889082615103, 107.4698486332079 16.505426407103073, 107.47158050623545 16.507266999172714, 107.47171020466226 16.510602949766394, 107.47273254497105 16.5120449083459, 107.47199249285933 16.512504577024686, 107.47377014137896 16.516492843669823, 107.47937011633786 16.51872062805461, 107.48340606773587 16.523485184094, 107.48390960714272 16.525167464906644, 107.48992919857369 16.52479553318733, 107.4974746697203 16.52603721634449, 107.49815368574406 16.52432632539967, 107.49515533435124 16.520383836045255, 107.49518585194556 16.516983031741574, 107.49765014633726 16.51613616894906, 107.49711608843677 16.51468849158067, 107.4976959218294 16.51374626198043, 107.4987564086814 16.514322282247576, 107.50514984199168 16.506853104187485, 107.49420166087799 16.49817275966518, 107.49324035575785 16.495101929210705, 107.4806976307911 16.48635292055087, 107.4759750371183 16.48374748206072, 107.47186279173451 16.48414802571085, 107.47109985367536 16.481340408832864, 107.46324920568634 16.474580765290114, 107.45833587570019 16.471305846287805, 107.45784759509053 16.470264434955766))"
VNM.54.4.14_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.4_1,Hương Trà,NA,Hương Vinh,Huong Vinh,NA,Xã,Ward,NA,NA,0.160431511916,0.000597550303102,"POLYGON ((107.56347656219367 16.484043120693514, 107.56387329091967 16.486270905078243, 107.57304382261441 16.49294090330011, 107.57244109967706 16.493490218199042, 107.56778717014186 16.49249839908191, 107.5675048828441 16.495372771736072, 107.5694198614375 16.495677947679212, 107.5691528311383 16.498826981380148, 107.57057952822271 16.499897002844477, 107.5705642703249 16.5021991737529, 107.56800079420134 16.503810882066603, 107.56777954119292 16.50265312274348, 107.56572723342515 16.50262069588848, 107.56431579603719 16.50402641178954, 107.56299590963357 16.503992080170406, 107.5640640254345 16.50751876797682, 107.56093597291687 16.50828933678349, 107.55373382605529 16.507503510079005, 107.55286407461739 16.509878159149764, 107.55087280203827 16.51210975576066, 107.55210876460785 16.51391410784987, 107.55021667555917 16.514657974885665, 107.5515594488096 16.518011091738515, 107.55239868085448 16.51783561692025, 107.55233001671695 16.517034531418517, 107.55415344342674 16.51770973341752, 107.55487060599376 16.518907546745936, 107.55713653512305 16.518299103221068, 107.55769348076956 16.520654678570622, 107.55941772484817 16.52192688112069, 107.56240081744386 16.522562028215077, 107.55862426739611 16.52709770319649, 107.56089782727298 16.530408860380646, 107.56619262718806 16.528377532896855, 107.57110595717427 16.529361723964428, 107.57240295313386 16.529008865067112, 107.57452392503916 16.526929854629145, 107.57408142172028 16.524511336628905, 107.5746078488732 16.521167755287706, 107.57887268132924 16.51371955931029, 107.578750610952 16.511064528605175, 107.57656860295873 16.505397796071463, 107.57627105686385 16.500879287349278, 107.57822418110112 16.49506759669231, 107.56765747081567 16.487010957189966, 107.56347656219367 16.484043120693514))"
VNM.54.4.15_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.4_1,Hương Trà,NA,Hương Xuân,Huong Xuan,NA,Phường,Ward,NA,NA,0.264048196363,0.00125809029802,"POLYGON ((107.47658538810526 16.45540618864476, 107.47143554721282 16.452106476232927, 107.46491241367698 16.45731735321334, 107.46347045869476 16.461023331661465, 107.4607315059543 16.46350288305166, 107.45784759509053 16.470264434955766, 107.45833587570019 16.471305846287805, 107.46324920568634 16.474580765290114, 107.47109985367536 16.481340408832864, 107.47186279173451 16.48414802571085, 107.4759750371183 16.48374748206072, 107.4806976307911 16.48635292055087, 107.49324035575785 16.495101929210705, 107.49420166087799 16.49817275966518, 107.50514984199168 16.506853104187485, 107.4987564086814 16.514322282247576, 107.4976959218294 16.51374626198043, 107.49711608843677 16.51468849158067, 107.49765014633726 16.51613616894906, 107.49518585194556 16.516983031741574, 107.49515533435124 16.520383836045255, 107.49815368574406 16.52432632539967, 107.4974746697203 16.52603721634449, 107.50003814674312 16.52827453624093, 107.50445556717074 16.534688948935866, 107.51105499289366 16.536544800702018, 107.51213836659241 16.535778045020834, 107.51247406012982 16.533443450854634, 107.51457214338978 16.531312943437626, 107.51264953584746 16.52956199578955, 107.5103454601749 16.52521133473533, 107.51010894657071 16.519918442282346, 107.51213836659241 16.51709175168304, 107.51629638656902 16.51572608978728, 107.51860046404022 16.510082245898957, 107.51731109613024 16.509426116721954, 107.51750183064502 16.506584167325514, 107.51644134559166 16.504665374707315, 107.51381683338019 16.503917693646713, 107.51204681470881 16.50490760799977, 107.51064300626979 16.50740814327122, 107.50950622633133 16.507743835909366, 107.50950622633133 16.505779266899708, 107.51075744679878 16.505149842191486, 107.51156616214871 16.494779586109075, 107.50990295415806 16.494499208072057, 107.50769043126843 16.49652671793376, 107.50061035118682 16.49339294392928, 107.49575042564169 16.488336564181168, 107.49581146172966 16.486721039144697, 107.49328613304868 16.48612785261838, 107.4905166627139 16.48444747926783, 107.49257660032993 16.481666564160662, 107.48857879457574 16.481473923083115, 107.48907470593298 16.47863006712396, 107.48675537236261 16.477855683393102, 107.48583984363393 16.47542381405782, 107.48425292962906 16.474601745574148, 107.48224639915207 16.467920302579955, 107.47953796400589 16.46543121298015, 107.47658538810526 16.45540618864476))"
VNM.54.4.16_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.4_1,Hương Trà,NA,Tứ Hạ,Tu Ha,NA,Phường,Ward,NA,NA,0.135022087209,0.000679873600559,"POLYGON ((107.46639251790043 16.503889082615103, 107.4625701905619 16.51184654308355, 107.46228027341596 16.514209747381983, 107.46427917404469 16.514986037675556, 107.46299743598297 16.516637802692514, 107.45472717421978 16.519744873127422, 107.44985198987752 16.520586012634453, 107.44992065401505 16.522464753045938, 107.45373535240464 16.52510452225596, 107.45521545393012 16.5245513906342, 107.45690155056616 16.52260398968241, 107.45733642583542 16.522943496345306, 107.45703124989234 16.526802063664377, 107.45603942807719 16.527502059972164, 107.4535293581934 16.532489775582746, 107.45259857156691 16.53618240359509, 107.45024871860352 16.539686202756116, 107.45558166416254 16.544216155351364, 107.45990753180723 16.54632186935885, 107.46180725070411 16.54579544220593, 107.46903991695865 16.539161683065288, 107.47695160013632 16.527528762642305, 107.47998047002272 16.525629043745425, 107.48390960714272 16.525167464906644, 107.48340606773587 16.523485184094, 107.47937011633786 16.51872062805461, 107.47377014137896 16.516492843669823, 107.47199249285933 16.512504577024686, 107.47273254497105 16.5120449083459, 107.47171020466226 16.510602949766394, 107.47158050623545 16.507266999172714, 107.4698486332079 16.505426407103073, 107.46639251790043 16.503889082615103))"
VNM.54.5.1_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.5_1,Nam Đông,NA,Hương Giang,Huong Giang,NA,Xã,Ward,NA,NA,0.147259717026,0.00063193153405,"POLYGON ((107.68747711297846 16.15633583193312, 107.6871185307956 16.152923583756433, 107.68914794901872 16.146945953792795, 107.68897247330108 16.144536972203582, 107.68637847868388 16.141918184176916, 107.68553924484036 16.13390159598191, 107.68462371880963 16.133544922160468, 107.68344116068107 16.12765121513155, 107.68320464977484 16.122369765652195, 107.6806869500428 16.121377945635743, 107.67880249084232 16.118284225636557, 107.67546844501277 16.116973877442547, 107.67507171718609 16.120862962355886, 107.6771011336105 16.125875472275254, 107.67610931269468 16.128015517901872, 107.6776123046642 16.131408690558658, 107.67935180664062 16.133359910031857, 107.68025970462173 16.13623428268602, 107.6815643313289 16.13651275595896, 107.6815643313289 16.13828086806768, 107.68031310996213 16.139850616712636, 107.67871093716008 16.14046669098508, 107.67147064285592 16.139873505358025, 107.6685180669553 16.142234803093743, 107.66036224482178 16.145725250020348, 107.65963745060793 16.147426604554198, 107.66003418023331 16.14940261923556, 107.65939330985344 16.15328788742613, 107.65513610814492 16.153444291221092, 107.65287017901562 16.156084060431112, 107.6596450813555 16.15932655437706, 107.66789245537257 16.158397674313278, 107.67230987490086 16.160118104367086, 107.67596435637 16.160501479959407, 107.67697906593122 16.160264969053117, 107.68166351306076 16.155452728260855, 107.68747711297846 16.15633583193312))"
