GID_3,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,NL_NAME_2,NAME_3,VARNAME_3,NL_NAME_3,TYPE_3,ENGTYPE_3,CC_3,HASC_3,Shape_Leng,Shape_Area,geometry
VNM.54.1.18_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.1_1,A Lưới,NA,Hương Phong,Huong Phong,NA,Xã,Ward,NA,NA,0.462109658464,0.00691505910591,"POLYGON ((107.28670501792232 16.113843918362193, 107.28392028789102 16.118904113034432, 107.28327179036091 16.11903762908338, 107.2829971320121 16.11889457662346, 107.28269195516964 16.11887168887739, 107.28192138636297 16.118463517177645, 107.28152465763691 16.1182899471234, 107.28108978236764 16.118057251141295, 107.27998352092283 16.117742538787184, 107.2791214002325 16.11739540227603, 107.27825927684421 16.11647224369915, 107.27490997311685 16.117240905043786, 107.27322387558144 16.11654090963532, 107.27262115534211 16.116289138133254, 107.27254486225564 16.116258621438305, 107.27164459232415 16.116645811954697, 107.26895141597515 16.119316102356265, 107.268615723337 16.12271499560063, 107.26747894159996 16.12486457943686, 107.26503753675297 16.127153397211544, 107.2657165518774 16.128782272683793, 107.26271057063639 16.136486054188083, 107.26687622136058 16.14254760798576, 107.26937103334654 16.14359474170402, 107.27172088630994 16.147018432854452, 107.27512359627701 16.149099349855135, 107.27638244659272 16.151130676439607, 107.27687072720238 16.153797150118407, 107.27996826212564 16.15741157488435, 107.2800979605525 16.162940979142945, 107.27725982608018 16.166044234653782, 107.2779769886472 16.168956755649788, 107.27538299492932 16.172304152814434, 107.27628326486087 16.17547225933737, 107.27914428617993 16.178281784576768, 107.28423309188372 16.181547166268786, 107.28433227541422 16.182493209893778, 107.2834930415707 16.183296202857548, 107.28411865225405 16.183664322350637, 107.28408813465973 16.185060500941404, 107.28558349588167 16.18559074481709, 107.28681182770373 16.187131882430492, 107.28866577200785 16.186639786896706, 107.29007720939575 16.187479018941644, 107.2898788441334 16.187957764039652, 107.29137420715398 16.18821907105331, 107.29596710239991 16.18582534916061, 107.29560089036886 16.187837601124443, 107.29421234162635 16.188045502797763, 107.2935180668054 16.19267082220074, 107.29489135675078 16.19318771384195, 107.29634857232884 16.192792892577984, 107.29937744221525 16.195217133863707, 107.30046844486287 16.193628312396754, 107.3012008671264 16.194902418811637, 107.30191803059267 16.19398117129407, 107.30310058602328 16.194288252900606, 107.30443572942545 16.193410874312463, 107.30653381358468 16.194667816266758, 107.30599975478492 16.19514465300341, 107.30672454899877 16.19542121881426, 107.30748748705793 16.20386314406892, 107.30696868975326 16.20712089591268, 107.3029632568489 16.2120056157666, 107.30744171156579 16.217676164123702, 107.3104095462636 16.218832015984788, 107.31266784734333 16.21884155329508, 107.31594848603385 16.223808288621683, 107.32016754119911 16.224313737289208, 107.32312774694805 16.22783470181008, 107.32483673043083 16.231266022808768, 107.32456970193027 16.237792968570716, 107.32668304398737 16.2460060109687, 107.3254318226206 16.249073030096326, 107.32553100525178 16.251365661895818, 107.32983398425102 16.251651764117696, 107.33281707864535 16.25002861013229, 107.33322906526922 16.24898719790093, 107.33590698282109 16.248996734311902, 107.34064483619028 16.245857238820577, 107.34712219243528 16.24372672960493, 107.34803772026464 16.24161529590924, 107.3563232426236 16.23651695199578, 107.36040496861449 16.2301177989973, 107.36342620775332 16.228158949675844, 107.36539459258643 16.225137711436275, 107.37047576934134 16.224557876245058, 107.37456512518042 16.226467133351548, 107.37586975098827 16.225048064316752, 107.37638092024332 16.223180772274873, 107.38085174511201 16.218282700186535, 107.38078308097448 16.216573714905053, 107.38183593797822 16.21565055902613, 107.37937927343478 16.21427535982002, 107.37886047433147 16.210178375032058, 107.38031768721157 16.206590652036994, 107.37840271041682 16.207551957157136, 107.37654113806315 16.206174849589672, 107.37245178132468 16.204326631269055, 107.36918640143136 16.20554160995738, 107.36754608118673 16.205116272897726, 107.36386108392196 16.19909858802947, 107.36228942961355 16.198732375998418, 107.36106109689217 16.19707679785597, 107.35875701942098 16.197248458649483, 107.3575057980542 16.18752670279514, 107.35580444262098 16.18797111537475, 107.3527526849885 16.19041442858304, 107.34899139373789 16.188470839857416, 107.34638977017181 16.181461334073333, 107.34793090688589 16.179630281112622, 107.34753418085785 16.177539825902272, 107.34562683121334 16.174654007576464, 107.34590912030973 16.1698760993026, 107.34403991720848 16.165412901584205, 107.34194183394851 16.163129807994267, 107.34255981478367 16.162025451313582, 107.34185791011453 16.15733718925992, 107.33828735337869 16.157838822103997, 107.33477783273088 16.156665802185046, 107.33134460516948 16.152139662715285, 107.32540893577385 16.14922332769447, 107.32477569704082 16.14830017091623, 107.32154846099274 16.14750671256479, 107.31744384815511 16.142654417767233, 107.31190490658622 16.140037536303282, 107.31316375780125 16.1366176609763, 107.31202697696347 16.1337299351884, 107.3120193489139 16.13023757900112, 107.30752563360119 16.124784471426267, 107.30032348584024 16.124334334661853, 107.29844665558875 16.123624801943095, 107.2967834475981 16.12092971813206, 107.29483032066281 16.119462967042352, 107.29469299328707 16.118162156158633, 107.28943634081452 16.117979049693417, 107.28791809004787 16.117282867410438, 107.28659057469531 16.114976884275848, 107.28670501792232 16.113843918362193))"
VNM.54.1.19_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.1_1,A Lưới,NA,Nhâm,Nham,NA,Xã,Ward,NA,NA,0.273729369256,0.00322003118684,"POLYGON ((107.1451721190981 16.211639403735546, 107.14451598992105 16.214046478762043, 107.1469421386688 16.221509932637332, 107.15079498180302 16.224584579814575, 107.15317535415932 16.228948594002475, 107.15535736125327 16.230936049858883, 107.15535736125327 16.23270607032896, 107.15287017911555 16.234725953040368, 107.15398406860993 16.237039566023213, 107.1549835211726 16.23635482941188, 107.15575408908 16.238346100192416, 107.15768432736985 16.23807716512914, 107.16094970816255 16.23992157122359, 107.16300964397993 16.238031387838305, 107.16396331925182 16.23900795085632, 107.16420745820767 16.24070930539017, 107.1670608523765 16.240093232017102, 107.16606140161247 16.242851257579503, 107.17342376719319 16.25258064238278, 107.17978668290914 16.250614166810408, 107.18239593542415 16.25240898068995, 107.18560791087646 16.252532960327926, 107.18658447209577 16.253946304278543, 107.18687439014104 16.25641250613228, 107.19329834104565 16.25819969286158, 107.19998168880397 16.262136459829833, 107.20417785622317 16.261516570633262, 107.20893859913713 16.25947570763782, 107.20930480936954 16.256387710024853, 107.2158355718542 16.256502150553843, 107.22158813388535 16.25186538817718, 107.22222137441696 16.24640846298024, 107.223533630073 16.246557236927003, 107.22449493339451 16.24510765209652, 107.22320556728317 16.242502211807675, 107.22489929196882 16.241481781658933, 107.22595977882082 16.239744188043915, 107.22702026387412 16.237562180050645, 107.22161865327831 16.232030869229277, 107.2227554323174 16.229927062683828, 107.22151184079888 16.228847504808527, 107.22149658200169 16.22788429222635, 107.22277069201391 16.224555968782965, 107.220809937029 16.2213249196094, 107.22074890184041 16.219522475881604, 107.2154769896714 16.216068268036167, 107.21446990995844 16.216188430951377, 107.21329498257745 16.21453857429583, 107.2059249880478 16.213294982777256, 107.2044143671294 16.209550857785928, 107.2033920286193 16.210920334605817, 107.20135498144731 16.21186828659222, 107.2014236437862 16.213388443022268, 107.20037078768178 16.213983536111357, 107.19724273606346 16.214273452357986, 107.1938400269957 16.213357926327262, 107.18533325342696 16.212966918188783, 107.18329620265769 16.21169090341249, 107.18262481558281 16.210294723023082, 107.18317413407908 16.208969116031938, 107.18218231316331 16.205011367880388, 107.17806243883052 16.205617903943164, 107.17114257836738 16.202491759786938, 107.16762542787126 16.20253562871636, 107.16542053213192 16.198034286253346, 107.16231536915905 16.197700500177973, 107.15583801291405 16.19456291304806, 107.14886474621113 16.19344139100741, 107.14999389720066 16.194471359365764, 107.15024566600476 16.19683265710148, 107.14955902103208 16.200410841886878, 107.14729309010409 16.202392578055083, 107.14833831725957 16.209138871161997, 107.14716339167722 16.211723326670267, 107.145866393919 16.21151733515694, 107.14576721128782 16.211578370345592, 107.14548492488944 16.211648941045837, 107.1451721190981 16.211639403735546))"
VNM.54.1.20_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.1_1,A Lưới,NA,Phú Vinh,Phu Vinh,NA,Xã,Ward,NA,NA,0.254978230231,0.00236288768796,"POLYGON ((107.2912368779796 16.26570129417945, 107.29431915230708 16.263433455789425, 107.29927825958407 16.26165008668221, 107.30252075173138 16.26121711707634, 107.30974578813766 16.263010026191807, 107.31172943086858 16.262292861826154, 107.31325530968485 16.260923385006265, 107.31759643612668 16.259616851736382, 107.31943511893564 16.258163452881092, 107.32332611131108 16.252435685158787, 107.32553100525178 16.251365661895818, 107.3254318226206 16.249073030096326, 107.32668304398737 16.2460060109687, 107.32456970193027 16.237792968570716, 107.32483673043083 16.231266022808768, 107.32312774694805 16.22783470181008, 107.32016754119911 16.224313737289208, 107.31594848603385 16.223808288621683, 107.31266784734333 16.21884155329508, 107.3104095462636 16.218832015984788, 107.30744171156579 16.217676164123702, 107.3029632568489 16.2120056157666, 107.30696868975326 16.20712089591268, 107.30748748705793 16.20386314406892, 107.30672454899877 16.19542121881426, 107.30599975478492 16.19514465300341, 107.30653381358468 16.194667816266758, 107.30443572942545 16.193410874312463, 107.30310058602328 16.194288252900606, 107.30191803059267 16.19398117129407, 107.3012008671264 16.194902418811637, 107.30046844486287 16.193628312396754, 107.29937744221525 16.195217133863707, 107.29634857232884 16.192792892577984, 107.29489135675078 16.19318771384195, 107.2935180668054 16.19267082220074, 107.28901672434239 16.197507859100483, 107.2866897582258 16.201185225617735, 107.28507232662662 16.20085525626513, 107.28369140683304 16.201669694001225, 107.28411865225405 16.206073760395782, 107.28579711814257 16.20817184635365, 107.28070831243872 16.20973968483861, 107.27960205009458 16.2112312320358, 107.27948760956559 16.21395301941635, 107.2744598390504 16.21753311166384, 107.27506256018904 16.220611571966515, 107.27342224084379 16.22506713983671, 107.26808929258686 16.2263069164311, 107.2678909309218 16.228528976631026, 107.27274322571935 16.22968482939143, 107.26996612643563 16.235177993669538, 107.27169036871561 16.237071990180254, 107.27431488002776 16.237663270143855, 107.27742767284889 16.236085891650646, 107.27951812715992 16.236291885861874, 107.28076934762737 16.23823738204959, 107.27999115077102 16.23863029585152, 107.2803649908517 16.239679337031816, 107.28282928434407 16.240472793584615, 107.28372955427557 16.242155076195843, 107.2850799573742 16.242298126857122, 107.28543090791015 16.243595122816714, 107.28260040328604 16.243324280291347, 107.28656768874788 16.24554824795331, 107.28641509987699 16.246528625895394, 107.28913879382031 16.247518540248507, 107.28884124772549 16.251047134617636, 107.29164886460347 16.25350189169899, 107.2908782957968 16.256158828966818, 107.29199218798914 16.257186889863135, 107.29029846240417 16.258625029921234, 107.29042816173035 16.259691238260075, 107.2913284298632 16.259986876892924, 107.29405975275546 16.258623123358518, 107.29441833493826 16.25904846221681, 107.29076385616708 16.261247634670667, 107.29104614166619 16.26241683966549, 107.29043578977996 16.263055801683947, 107.29153442407448 16.264543533057633, 107.2912368779796 16.26570129417945))"
VNM.54.1.21_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.1_1,A Lưới,NA,Sơn Thủy,Son Thuy,NA,Xã,Ward,NA,NA,0.205861117676,0.00143664559569,"POLYGON ((107.23577117909667 16.252843856858533, 107.23710632429749 16.251024245972246, 107.24073791442328 16.250335694436785, 107.24225616518993 16.249063491886716, 107.24950409024166 16.251241684056538, 107.25322723404969 16.25463867343609, 107.25717925981508 16.25654411292055, 107.25607299837026 16.261602401929338, 107.25426483135692 16.263338088981698, 107.25406646609457 16.26443099999068, 107.25833129855067 16.265346527820043, 107.26184845084538 16.269908906370972, 107.2628936771016 16.275348664409364, 107.26437377862703 16.278093337737403, 107.26275634792717 16.281682968194502, 107.26372528109692 16.284387590215147, 107.26631164496649 16.27882575910155, 107.26830291844499 16.27660179233891, 107.27440643371 16.275348664409364, 107.27832794278038 16.27341842611952, 107.2854614246051 16.272489546955057, 107.2912368779796 16.26570129417945, 107.29153442407448 16.264543533057633, 107.29043578977996 16.263055801683947, 107.29104614166619 16.26241683966549, 107.29076385616708 16.261247634670667, 107.29441833493826 16.25904846221681, 107.29405975275546 16.258623123358518, 107.2913284298632 16.259986876892924, 107.29042816173035 16.259691238260075, 107.29029846240417 16.258625029921234, 107.29199218798914 16.257186889863135, 107.2908782957968 16.256158828966818, 107.29164886460347 16.25350189169899, 107.28884124772549 16.251047134617636, 107.28913879382031 16.247518540248507, 107.28641509987699 16.246528625895394, 107.28656768874788 16.24554824795331, 107.28260040328604 16.243324280291347, 107.28543090791015 16.243595122816714, 107.2850799573742 16.242298126857122, 107.28372955427557 16.242155076195843, 107.28282928434407 16.240472793584615, 107.2803649908517 16.239679337031816, 107.27999115077102 16.23863029585152, 107.28076934762737 16.23823738204959, 107.27951812715992 16.236291885861874, 107.27742767284889 16.236085891650646, 107.27431488002776 16.237663270143855, 107.27169036871561 16.237071990180254, 107.26996612643563 16.235177993669538, 107.26746368370209 16.237234114562796, 107.26362609936507 16.235456466942424, 107.2572937021427 16.235992432304954, 107.25563812220162 16.2351970673908, 107.25392913692019 16.23596191291199, 107.25135803184776 16.23449897674641, 107.24880218467314 16.2374401096734, 107.24380493265159 16.240974426428693, 107.24166107210084 16.241624833219532, 107.23955535899267 16.243700027834052, 107.23859405567117 16.245151519227306, 107.23625946060571 16.245866775231548, 107.23482513367304 16.24746322744602, 107.23469543434686 16.248260498922946, 107.23610687173482 16.248992921186414, 107.23577117909667 16.252843856858533))"
VNM.54.2.1_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.2_1,Huế,NA,An Cựu,An Cuu,NA,Phường,Ward,NA,NA,0.0666727526,0.000212030246,"POLYGON ((107.60153198341436 16.45686912481034, 107.6035614007381 16.45603752081496, 107.60214233440126 16.452274322102312, 107.60781860334595 16.448776245327508, 107.60506439090898 16.44697761562452, 107.60588073700649 16.444160462335503, 107.60848998862213 16.441343307247905, 107.60770416191758 16.440050126212384, 107.6013565067974 16.44057846082734, 107.59475708107448 16.439842223639744, 107.59201049668712 16.440710067615555, 107.5924072263125 16.443454742742233, 107.59072875862535 16.44355964596093, 107.59134674125914 16.446763993363675, 107.59046935997304 16.448421478968157, 107.59191894480352 16.450084686958803, 107.59276580669666 16.45314979502706, 107.5936889652736 16.4536705015924, 107.59410095189747 16.45615768373017, 107.59654235944237 16.45551872440967, 107.6003189085908 16.456912993739707, 107.60153198341436 16.45686912481034))"
VNM.54.2.2_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.2_1,Huế,NA,An Đông,An Dong,NA,Phường,Ward,NA,NA,0.110376223619,0.000380516028126,"POLYGON ((107.60781860334595 16.448776245327508, 107.60214233440126 16.452274322102312, 107.6035614007381 16.45603752081496, 107.60153198341436 16.45686912481034, 107.60128784176055 16.459173203180853, 107.60263824485918 16.459459306301994, 107.60556030226621 16.46263122505104, 107.60614013655811 16.462818146440384, 107.60698699935062 16.46169471783702, 107.60824584966628 16.462465286643692, 107.61019134585399 16.46181869387766, 107.6106719966154 16.463220596653287, 107.61363983131321 16.463214875166386, 107.61365509100972 16.466186523889007, 107.61177825806021 16.46615982031949, 107.61187744069139 16.470346451327714, 107.61272430528254 16.47038650623233, 107.61280059926833 16.471296310776154, 107.61487579298353 16.470512390634383, 107.61586761479862 16.47256851332628, 107.61894226107654 16.473211287570905, 107.62377929797628 16.472272873794168, 107.6238479612145 16.470239638848284, 107.62686157230377 16.470232010798725, 107.62705230681854 16.467292786233145, 107.63055419761821 16.462831496876106, 107.6291198733835 16.462371827298057, 107.62893676691834 16.461469649904473, 107.62649536117203 16.461645125622113, 107.62707519456461 16.459693908846873, 107.62392425520028 16.459930420652427, 107.62395477369392 16.461038589559337, 107.6195907586067 16.461475373189955, 107.62104797328539 16.45382499702606, 107.61773681700055 16.451925278129124, 107.61785888557915 16.450405121699077, 107.61663818270603 16.448421478968157, 107.61339569055872 16.450220107771827, 107.61235809325149 16.449707031954006, 107.61060333337718 16.446969985776263, 107.60781860334595 16.448776245327508))"
VNM.54.2.3_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.2_1,Huế,NA,An Hòa,An Hoa,NA,Phường,Ward,NA,NA,0.127881612496,0.000443477963497,"POLYGON ((107.55130004925792 16.474060057825454, 107.55038452142855 16.473484040256324, 107.54943084705599 16.474121093014105, 107.54514312775319 16.48126411484708, 107.54358673044334 16.48036003089078, 107.54224395719291 16.481815339006744, 107.54380798255244 16.483385086752378, 107.5431137077315 16.485773087158293, 107.54366302442912 16.48741531396564, 107.54125213627714 16.489082336880415, 107.53943634121424 16.488615036554734, 107.53885650602302 16.489706041001057, 107.53321838362154 16.489446641449376, 107.53296661301886 16.488681793230228, 107.53231048743908 16.489768981853103, 107.53436279340826 16.491744995635088, 107.53371429497878 16.49225234996601, 107.53555297868706 16.495742798691253, 107.53500366288881 16.498090744192552, 107.53527069138937 16.4988555924117, 107.53815460315246 16.499040602741673, 107.5399627683671 16.50265693766761, 107.5457763682848 16.493879318875543, 107.54776763906534 16.494499208072057, 107.5468978876275 16.496623993102844, 107.54870605464077 16.497671126821103, 107.54772949162282 16.502576828757697, 107.5482025143346 16.504356384739424, 107.55093383722686 16.506935120559433, 107.55246734589139 16.50489425666467, 107.55887603709948 16.486747741814895, 107.56152343795634 16.486259462104556, 107.56214141789218 16.48314666838411, 107.55626678458452 16.478992462432245, 107.55797576896663 16.476089477847154, 107.55493927013129 16.474199293562606, 107.55303192138615 16.4766197199242, 107.55130004925792 16.474060057825454))"
VNM.54.2.4_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.2_1,Huế,NA,An Tây,An Tay,NA,Phường,Ward,NA,NA,0.161998976516,0.000854313961752,"POLYGON ((107.59072875862535 16.44355964596093, 107.5924072263125 16.443454742742233, 107.59201049668712 16.440710067615555, 107.59475708107448 16.439842223639744, 107.6013565067974 16.44057846082734, 107.60770416191758 16.440050126212384, 107.60848998862213 16.441343307247905, 107.60588073700649 16.444160462335503, 107.60506439090898 16.44697761562452, 107.60781860334595 16.448776245327508, 107.61060333337718 16.446969985776263, 107.60937499975648 16.44594383324136, 107.6105270393914 16.444553375238115, 107.6102066037518 16.44337463473164, 107.6122817992657 16.43689727938596, 107.61223602197492 16.435132981302104, 107.6083145138038 16.429338455105665, 107.60880279621216 16.423788072361674, 107.6105804447318 16.421075819593455, 107.61073303180405 16.4197406770906, 107.60980224607687 16.41835212744877, 107.61146545406751 16.413852692447847, 107.611709594822 16.410923004293238, 107.61618805043821 16.406124114836075, 107.61479949989706 16.406124114836075, 107.61381530793017 16.404685973878657, 107.61119842556695 16.39858436607568, 107.6094284059962 16.39912796128641, 107.6093368541126 16.404582977222674, 107.60856628530587 16.40571594313633, 107.59785461329983 16.406303404578523, 107.59068298223389 16.408891678608143, 107.58825683618409 16.410484314099847, 107.58673095736788 16.41724014271847, 107.58826446603234 16.41740035963892, 107.58816528430049 16.419931410706113, 107.58699798676776 16.42255020233, 107.58915710521632 16.423372269914353, 107.58551025539401 16.435386657568245, 107.5839996335763 16.43688011312679, 107.58718109143427 16.439447403275096, 107.58837890656133 16.44184303262989, 107.58924102725166 16.443151474261185, 107.59072875862535 16.44355964596093))"
VNM.54.2.5_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.2_1,Huế,NA,Đúc,Duc,NA,Phường,Ward,NA,NA,0.075645450298,0.000143875753695,"POLYGON ((107.5534667957561 16.452680588138662, 107.55779266430005 16.454727174419588, 107.57054138078018 16.459566116083465, 107.57553100475212 16.460863113841697, 107.57681274461254 16.45844078091733, 107.58039856014551 16.45684242303946, 107.58057403586315 16.45513916104352, 107.57929229780137 16.454370499698825, 107.57853698779184 16.450836182044213, 107.57727813657681 16.449319841437557, 107.57523345865724 16.452411651276748, 107.57436370811871 16.455835344225818, 107.57401275578411 16.45336723311135, 107.57302856471654 16.453401564730484, 107.57257843065014 16.455280305142026, 107.567283630735 16.45285987878043, 107.56440734792085 16.45325279258236, 107.56311798091014 16.452701569322016, 107.56321716264199 16.451786040593333, 107.55737304602928 16.448669432848078, 107.5558319093152 16.44856643799079, 107.5534667957561 16.452680588138662))"
VNM.54.2.6_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.2_1,Huế,NA,Hương Long,Huong Long,NA,Phường,Ward,NA,NA,0.123012872062,0.000615009102437,"POLYGON ((107.54224395719291 16.481815339006744, 107.54358673044334 16.48036003089078, 107.54514312775319 16.48126411484708, 107.54943084705599 16.474121093014105, 107.55038452142855 16.473484040256324, 107.55130004925792 16.474060057825454, 107.55362701267654 16.4708518981966, 107.55225372363049 16.469161988435076, 107.55307006703003 16.467803954588874, 107.55284881671957 16.466590881564002, 107.55720520105922 16.45992851319039, 107.55642700240429 16.459095000833656, 107.55493927013129 16.45898628179151, 107.55779266430005 16.454727174419588, 107.5534667957561 16.452680588138662, 107.54685974108423 16.450883865897765, 107.54324340885631 16.45158195474346, 107.54348754781216 16.454805374968146, 107.54234313982408 16.454893111927618, 107.53359985265115 16.45191002023131, 107.53240966917093 16.45378684958348, 107.53356170610789 16.454559325852244, 107.53479003792995 16.45423889201129, 107.5351486201128 16.45515823386546, 107.53651428200857 16.455104826726426, 107.53755188021518 16.457157136292835, 107.53568267801325 16.459398271113344, 107.52989959658919 16.45932388189169, 107.527160644748 16.46076202464775, 107.52666473518946 16.46248245290292, 107.52560424833746 16.462892532064757, 107.52622985902082 16.464876174795677, 107.52480316193646 16.46863174366007, 107.52603149465779 16.471282960340375, 107.5272445667834 16.472063063759435, 107.53060150215765 16.472295762439558, 107.53123474089062 16.474369049592042, 107.53264618007722 16.47465705837658, 107.53494262770016 16.477396012016413, 107.53933715858307 16.478017807775643, 107.53974914520694 16.480543137355937, 107.54224395719291 16.481815339006744))"
VNM.54.2.7_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.2_1,Huế,NA,Hương Sơ,Huong So,NA,Phường,Ward,NA,NA,0.0845917821106,0.000272544759962,"POLYGON ((107.56214141789218 16.48314666838411, 107.56152343795634 16.486259462104556, 107.55887603709948 16.486747741814895, 107.55246734589139 16.50489425666467, 107.55373382605529 16.507503510079005, 107.56093597291687 16.50828933678349, 107.5640640254345 16.50751876797682, 107.56299590963357 16.503992080170406, 107.56431579603719 16.50402641178954, 107.56572723342515 16.50262069588848, 107.56777954119292 16.50265312274348, 107.56800079420134 16.503810882066603, 107.5705642703249 16.5021991737529, 107.57057952822271 16.499897002844477, 107.5691528311383 16.498826981380148, 107.5694198614375 16.495677947679212, 107.5675048828441 16.495372771736072, 107.56778717014186 16.49249839908191, 107.57244109967706 16.493490218199042, 107.57304382261441 16.49294090330011, 107.56387329091967 16.486270905078243, 107.56347656219367 16.484043120693514, 107.56214141789218 16.48314666838411))"
VNM.54.2.8_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.2_1,Huế,NA,Kim Long,Kim Long,NA,Phường,Ward,NA,NA,0.0688207641789,0.000209068121443,"POLYGON ((107.55130004925792 16.474060057825454, 107.55303192138615 16.4766197199242, 107.55493927013129 16.474199293562606, 107.55797576896663 16.476089477847154, 107.57054138078018 16.459566116083465, 107.55779266430005 16.454727174419588, 107.55493927013129 16.45898628179151, 107.55642700240429 16.459095000833656, 107.55720520105922 16.45992851319039, 107.55284881671957 16.466590881564002, 107.55307006703003 16.467803954588874, 107.55225372363049 16.469161988435076, 107.55362701267654 16.4708518981966, 107.55130004925792 16.474060057825454))"
VNM.54.2.9_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.2_1,Huế,NA,Phú Bình,Phu Binh,NA,Phường,Ward,NA,NA,0.0494778108645,5.1100459189e-05,"POLYGON ((107.57855987643723 16.49485588009486, 107.57838439892095 16.494070053390317, 107.58019256593423 16.491294860669313, 107.58131408617618 16.48925018364912, 107.57888793922706 16.487453459609526, 107.58201599084538 16.48322105400848, 107.58129119932943 16.48243141237981, 107.580383300449 16.482683182083235, 107.57483673172987 16.490442276390013, 107.5707702636368 16.48721504214052, 107.5702438346853 16.48788452085398, 107.56797790555595 16.48635292055087, 107.56765747081567 16.487010957189966, 107.57822418110112 16.49506759669231, 107.57855987643723 16.49485588009486))"
VNM.54.2.10_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.2_1,Huế,NA,Phú Cát,Phu Cat,NA,Phường,Ward,NA,NA,0.0301644276605,4.46768657281e-05,"POLYGON ((107.58517456095728 16.47905922000706, 107.58645629901906 16.482975005791957, 107.5913925176506 16.481918335662726, 107.59152984682504 16.47181701734155, 107.5908126833587 16.471054076584437, 107.58963775597772 16.47353363067259, 107.58517456095728 16.47905922000706))"
VNM.54.2.11_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.2_1,Huế,NA,Phú Hậu,Phu Hau,NA,Phường,Ward,NA,NA,0.0406212488561,9.63989596774e-05,"POLYGON ((107.58019256593423 16.491294860669313, 107.57838439892095 16.494070053390317, 107.57855987643723 16.49485588009486, 107.58029937841366 16.494705199585326, 107.58373260417642 16.49587631294156, 107.58760833775466 16.49943733236705, 107.59026336666108 16.49793243383482, 107.59183502096948 16.494977951371425, 107.5929031358711 16.48941230713234, 107.59222412164598 16.48843383935025, 107.58263397168054 16.48965072639993, 107.58019256593423 16.491294860669313))"
VNM.54.2.13_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.2_1,Huế,NA,Phú Hiệp,Phu Hiep,NA,Phường,Ward,NA,NA,0.0441857334076,8.30452456737e-05,"POLYGON ((107.58201599084538 16.48322105400848, 107.57888793922706 16.487453459609526, 107.58131408617618 16.48925018364912, 107.58019256593423 16.491294860669313, 107.58263397168054 16.48965072639993, 107.59222412164598 16.48843383935025, 107.5913925176506 16.481918335662726, 107.58645629901906 16.482975005791957, 107.58517456095728 16.47905922000706, 107.58201599084538 16.48322105400848))"
VNM.54.2.14_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.2_1,Huế,NA,Phú Hòa,Phu Hoa,NA,Phường,Ward,NA,NA,0.0488835764806,4.97688019074e-05,"POLYGON ((107.58129119932943 16.48243141237981, 107.58201599084538 16.48322105400848, 107.58517456095728 16.47905922000706, 107.58963775597772 16.47353363067259, 107.5908126833587 16.471054076584437, 107.58881378183065 16.468940735426656, 107.58805847182106 16.46814918633595, 107.58423614538185 16.464645386275606, 107.58161163227106 16.467353821421796, 107.5860977168362 16.470222472589114, 107.58744812083415 16.473840714977086, 107.58414459259893 16.477832794747712, 107.58129119932943 16.48243141237981))"
VNM.54.2.12_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,NA,VNM.54.2_1,Huế,NA,Phú Hội,Phu Hoi,NA,Phường,Ward,NA,NA,0.04011322965,8.76167164536e-05,"POLYGON ((107.5908126833587 16.471054076584437, 107.59152984682504 16.47181701734155, 107.59371185391899 16.473293303942853, 107.59570312469953 16.4736232750941, 107.59987640257395 16.471441269798788, 107.59883880706536 16.46858787563002, 107.60014343287321 16.464700699078037, 107.59936523421823 16.459354401284656, 107.58881378183065 16.468940735426656, 107.5908126833587 16.471054076584437))"
